0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.276557668996172102e-05 4.432146696333790902e-05 -4.365254265223182634e-05 2.691592692202599726e-05 -1.190541888581192023e-05 5.811462139195838923e-05 -3.120563734679925538e+00
-4.552800628568306937e-05 8.860953932793642809e-05 -8.725166052001358480e-05 5.379439186953274767e-05 -2.379032646788134823e-05 1.161234442716617491e-04 -6.240718113661400501e+00
-6.828728749087890025e-05 1.328641967057558849e-04 -1.307973165811702565e-04 8.063537701461744500e-05 -3.565329886914274420e-05 1.740263012500442011e-04 -9.360462975323834200e+00
-9.104341899349590683e-05 1.770854186273167067e-04 -1.742894809291698854e-04 1.074388156131600826e-04 -4.749581146222688587e-05 2.318230224100934812e-04 -1.247979815612999310e+01
-1.137963994791246856e-04 2.212731845690005933e-04 -2.177281199750339628e-04 1.342046616482554897e-04 -5.931855507234937521e-05 2.895133507164610043e-04 -1.559872349272584202e+01
-1.365462276157776292e-04 2.654274740597198021e-04 -2.611132012376777721e-04 1.609328736000596662e-04 -7.112213401496560270e-05 3.470970291584247937e-04 -1.871723881988493332e+01
-1.592929020877179795e-04 3.095482665385101604e-04 -3.044446938063220874e-04 1.876234142565947011e-04 -8.290703263137921787e-05 4.045738132665025128e-04 -2.183534397516080006e+01
-1.820364215595939039e-04 3.536355413509556381e-04 -3.477225681526008283e-04 2.142762521631059677e-04 -9.467356695662255245e-05 4.619434734823724825e-04 -2.495303879366209898e+01
-2.047767847044557846e-04 3.976892776194485956e-04 -3.909467945809295703e-04 2.408913659753586284e-04 -1.064218865718198539e-04 5.192058647802309454e-04 -2.807032311164302740e+01
-2.275139901881905174e-04 4.417094543593372996e-04 -4.341173430949002866e-04 2.674687439071430067e-04 -1.181519407723689705e-04 5.763609212438784279e-04 -3.118719676421569176e+01
-2.502480366890794615e-04 4.856960504758033666e-04 -4.772341856396841719e-04 2.940083809810704841e-04 -1.298634459919122109e-04 6.334086431237623792e-04 -3.430365958781179359e+01
-2.729789228714784568e-04 5.296490448608863651e-04 -5.202972984333717335e-04 3.205102772664040968e-04 -1.415558855892422069e-04 6.903491105675706565e-04 -3.741971141641742804e+01
-2.957066474266686093e-04 5.735684162918178522e-04 -5.633066631355061055e-04 3.469744419166909057e-04 -1.532285316724945137e-04 7.471824881351759326e-04 -4.053535208672357015e+01
-3.184312090409334764e-04 6.174541434882623156e-04 -6.062622646191543783e-04 3.734008872530976755e-04 -1.648805354370738089e-04 8.039090242076596437e-04 -4.365058143373788369e+01
-3.411526064031152787e-04 6.613062051481330330e-04 -6.491640856652567152e-04 3.997896272022667436e-04 -1.765110549293888822e-04 8.605290118101882038e-04 -4.676539929246432337e+01
-3.638708381910112522e-04 7.051245799189247371e-04 -6.920121016825907202e-04 4.261406683177975697e-04 -1.881192893839527197e-04 9.170427153219858551e-04 -4.987980549618639259e+01
-3.865859031130973260e-04 7.489092463218151264e-04 -7.348062815008088401e-04 4.524540064895687312e-04 -1.997045559827624443e-04 9.734503314663831485e-04 -5.299379988252977824e+01
-4.092977998382414640e-04 7.926601830301900067e-04 -7.775465952042312241e-04 4.787296280802636373e-04 -2.112663761467386137e-04 1.029752035107125855e-03 -5.610738228396357385e+01
-4.320065270465829957e-04 8.363773687460384970e-04 -8.202330133725387181e-04 5.049675090994359397e-04 -2.228045384181480957e-04 1.085947874640545837e-03 -5.922055253491183180e+01
-4.547120834223222926e-04 8.800607822055303824e-04 -8.628655061595151120e-04 5.311676260562723942e-04 -2.343191381250158778e-04 1.142037842274909801e-03 -6.233331047074315023e+01
-4.774144676271063151e-04 9.237104021308875125e-04 -9.054440424413456173e-04 5.573299566006366650e-04 -2.458105664182492242e-04 1.198021882609315563e-03 -6.544565592383791852e+01
-5.001136783420935972e-04 9.673262072162758371e-04 -9.479685923456602483e-04 5.834544758924917153e-04 -2.572794620945452601e-04 1.253899842714366764e-03 -6.855758872936861792e+01
-5.228097142230416590e-04 1.010908176371613960e-03 -9.904391233974644149e-04 6.095411569274852316e-04 -2.687266229542014089e-04 1.309671458597201979e-03 -7.166910871992793375e+01
-5.455025739277636135e-04 1.054456288622671826e-03 -1.032855598750274679e-03 6.355899706533954313e-04 -2.801528700654391129e-04 1.365336411062889653e-03 -7.478021572912082604e+01
-5.681922561173207353e-04 1.097970522901957173e-03 -1.075217979726038201e-03 6.616008866784054299e-04 -2.915589997442548050e-04 1.420894439261818779e-03 -7.789090959138192716e+01
-5.908787594320840351e-04 1.141450858141166433e-03 -1.117526225572356997e-03 6.875738755537636306e-04 -3.029456961493906227e-04 1.476345172226886833e-03 -8.100119013866935802e+01
-6.135620825297249210e-04 1.184897273289067885e-03 -1.159780295467177647e-03 7.135089046458193687e-04 -3.143135527947174285e-04 1.531688306251225351e-03 -8.411105720541773678e+01
-6.362422240483769356e-04 1.228309747398473100e-03 -1.201980150262950582e-03 7.394059444670073684e-04 -3.256629695472610525e-04 1.586923607326232340e-03 -8.722051062337979488e+01
-6.589191826322868956e-04 1.271688259447280268e-03 -1.244125752165931324e-03 7.652649734216017711e-04 -3.369941651267026957e-04 1.642050808239401338e-03 -9.032955022511434606e+01
-6.815929569428741874e-04 1.315032788155968925e-03 -1.286217065524417362e-03 7.910859717105110656e-04 -3.483071025003978832e-04 1.697069854600699286e-03 -9.343817584515674923e+01
-7.042635456029505171e-04 1.358343312214437600e-03 -1.328254060434430313e-03 8.168689143611424647e-04 -3.596015049939271292e-04 1.751980768746154177e-03 -9.654638731282406638e+01
-7.269309472710956373e-04 1.401619810094843202e-03 -1.370236709970889307e-03 8.426137762796336505e-04 -3.708768349515927467e-04 1.806783719881181315e-03 -9.965418446232733629e+01
-7.495951605892907073e-04 1.444862260132016287e-03 -1.412164993239259977e-03 8.683205402121616867e-04 -3.821323493044358872e-04 1.861478942056005214e-03 -1.027615671249129008e+02
-7.722561842169587722e-04 1.488070640529104123e-03 -1.454038892968453249e-03 8.939891904446753109e-04 -3.933671679069490764e-04 1.916066696598367437e-03 -1.058685351336715996e+02
-7.949140167984654771e-04 1.531244929513147840e-03 -1.495858395755467326e-03 9.196197175589522444e-04 -4.045804342385792636e-04 1.970547358496617819e-03 -1.089750883187017934e+02
-8.175686570057288634e-04 1.574385105195459959e-03 -1.537623490836498730e-03 9.452121091051482720e-04 -4.157713938585208850e-04 2.024921286641664236e-03 -1.120812265127383967e+02
-8.402201035013407739e-04 1.617491145648795956e-03 -1.579334167538017477e-03 9.707663530548694877e-04 -4.269394628188899151e-04 2.079188757091488936e-03 -1.151869495468214950e+02
-8.628683549546776630e-04 1.660563028921646644e-03 -1.620990408332936361e-03 9.962824358686287601e-04 -4.380842682779661828e-04 2.133349945910939949e-03 -1.182922572528814271e+02
-8.855134100228961597e-04 1.703600733064520971e-03 -1.662592187324732178e-03 1.021760337246441740e-03 -4.492056660933499575e-04 2.187404895006205864e-03 -1.213971494616953066e+02
-9.081552673592543186e-04 1.746604236283388813e-03 -1.704139475965507590e-03 1.047200042089741281e-03 -4.603037069969797461e-04 2.241353499334298918e-03 -1.245016260047327279e+02
-9.307939256050043898e-04 1.789573516705799056e-03 -1.745632243574298317e-03 1.072601543577676427e-03 -4.713786679973603331e-04 2.295195688654817507e-03 -1.276056867122724725e+02
-9.534293834085944734e-04 1.832508552419209822e-03 -1.787070454963048984e-03 1.097964839210382711e-03 -4.824310131612890781e-04 2.348931270431791393e-03 -1.307093314163467141e+02
-9.760616393978416034e-04 1.875409321557884243e-03 -1.828454070875548242e-03 1.123289924094815180e-03 -4.934613536866732080e-04 2.402560042392089604e-03 -1.338125599462614161e+02
-9.986906922175725360e-04 1.918275802349104142e-03 -1.869783048447828076e-03 1.148576793872125483e-03 -5.044704116598815570e-04 2.456081728570470597e-03 -1.369153721341834284e+02
-1.021316540479051248e-03 1.961107973208517808e-03 -1.911057341865177520e-03 1.173825438959616571e-03 -5.154589392051896375e-04 2.509495958105271377e-03 -1.400177678079740531e+02
-1.043939182825259293e-03 2.003905812556332818e-03 -1.952276908055979986e-03 1.199035847084986344e-03 -5.264276534137228613e-04 2.562802426963812271e-03 -1.431197468001334414e+02
-1.066558617869651062e-03 2.046669298769012227e-03 -1.993441701544282178e-03 1.224208000648874467e-03 -5.373771893599021228e-04 2.616000894409273910e-03 -1.462213089389550476e+02
-1.089174844238154473e-03 2.089398410250123926e-03 -2.034551673139495427e-03 1.249341872389148934e-03 -5.483079426268264688e-04 2.669090957147034204e-03 -1.493224540542303771e+02
-1.111787860557279664e-03 2.132093125486181611e-03 -2.075606777367155261e-03 1.274437435337267112e-03 -5.592201044125530689e-04 2.722072498558195889e-03 -1.524231819757538915e+02
-1.134397665452717549e-03 2.174753422924311647e-03 -2.116606977216762848e-03 1.299494660209620260e-03 -5.701136297538089096e-04 2.774945392205292131e-03 -1.555234925331820079e+02
-1.157004257541211986e-03 2.217379280898675638e-03 -2.157552241405194093e-03 1.324513513561072827e-03 -5.809881729075541072e-04 2.827709664690803565e-03 -1.586233855551502927e+02
-1.179607635441379471e-03 2.259970677527266530e-03 -2.198442543614370203e-03 1.349493956883554818e-03 -5.918431734499025442e-04 2.880365402715467493e-03 -1.617228608705256363e+02
-1.202207797769394440e-03 2.302527590742023400e-03 -2.239277861909921494e-03 1.374435947163637258e-03 -6.026779267476195393e-04 2.932912812610017229e-03 -1.648219183080744870e+02
-1.224804743140996783e-03 2.345049998297240972e-03 -2.280058181163434686e-03 1.399339440692702911e-03 -6.134916800415274015e-04 2.985352176073988433e-03 -1.679205576962562532e+02
-1.247398470185914982e-03 2.387537877819134128e-03 -2.320783490401783725e-03 1.424204393278741048e-03 -6.242837354315624362e-04 3.037683816524249045e-03 -1.710187788645470732e+02
-1.269988977522544787e-03 2.429991206846783894e-03 -2.361453782614342158e-03 1.449030772385570889e-03 -6.350535388099308150e-04 3.089907900744722109e-03 -1.741165816402591417e+02
-1.292576263780459639e-03 2.472409962966531233e-03 -2.402069050267541164e-03 1.473818555185516486e-03 -6.458007479401022986e-04 3.142024746562074519e-03 -1.772139658517022269e+02
-1.315160327594530392e-03 2.514794123751164148e-03 -2.442629282513758028e-03 1.498567729836146507e-03 -6.565251899177786945e-04 3.194034532340688567e-03 -1.803109313270147709e+02
-1.337741167604245083e-03 2.557143666900817125e-03 -2.483134461718776182e-03 1.523278292239174138e-03 -6.672268143161285640e-04 3.245937388719029575e-03 -1.834074778951104747e+02
-1.360318782431497748e-03 2.599458570076989324e-03 -2.523584561358927815e-03 1.547950236883279679e-03 -6.779056938500326816e-04 3.297733293967735745e-03 -1.865036053831811387e+02
-1.382893170703381174e-03 2.641738810884875551e-03 -2.563979547818171986e-03 1.572583565408331276e-03 -6.885619998091317218e-04 3.349422212322414761e-03 -1.895993136201129801e+02
-1.405464331027682194e-03 2.683984366923456398e-03 -2.604319382108238618e-03 1.597178291882813154e-03 -6.991960024076920117e-04 3.401003935138215660e-03 -1.926946024323666222e+02
-1.428032262019077962e-03 2.726195215730621568e-03 -2.644604019514512020e-03 1.621734426397242277e-03 -7.098080803042633793e-04 3.452478396399163204e-03 -1.957894716476108385e+02
-1.450596962298446617e-03 2.768371334830900359e-03 -2.684833417096091357e-03 1.646251982020882848e-03 -7.203987403238429430e-04 3.503845337358624332e-03 -1.988839210944484819e+02
-1.473158430459175702e-03 2.810512701906368351e-03 -2.725007530099425503e-03 1.670730967338940332e-03 -7.309685574939499015e-04 3.555104560125264650e-03 -2.019779505977261920e+02
-1.495716665115372733e-03 2.852619294720787953e-03 -2.765126311381634148e-03 1.695171384150287626e-03 -7.415181135169232217e-04 3.606255698546266888e-03 -2.050715599852261164e+02
-1.518271664874305208e-03 2.894691091047703248e-03 -2.805189712221659720e-03 1.719573220641797216e-03 -7.520478780103936021e-04 3.657298474533733287e-03 -2.081647490840296939e+02
-1.540823428332633877e-03 2.936728068663559642e-03 -2.845197684596035941e-03 1.743936461476817230e-03 -7.625581888994131330e-04 3.708232763900822914e-03 -2.112575177200057794e+02
-1.563371954078377748e-03 2.978730205321476147e-03 -2.885150182563635170e-03 1.768261075305256960e-03 -7.730491540380323746e-04 3.759058185795874363e-03 -2.143498657178670896e+02
-1.585917240729309155e-03 3.020697478689804080e-03 -2.925047165431430337e-03 1.792547016452707923e-03 -7.835206265632570135e-04 3.809774738600068839e-03 -2.174417929067197122e+02
-1.608459286862624817e-03 3.062629866533095151e-03 -2.964888602024086991e-03 1.816794246031121739e-03 -7.939723004979259069e-04 3.860382246765322461e-03 -2.205332991099993762e+02
-1.630998091073657986e-03 3.104527346623959291e-03 -3.004674466708724765e-03 1.841002715487811796e-03 -8.044036991369283391e-04 3.910880712522913326e-03 -2.236243841537448986e+02
