-1.444737410674995287e-03 7.895108681616183274e-04 2.837034203820469613e-03 -4.345939863412070191e-03 5.882846724715747435e-04
-1.445471257316700538e-03 7.899373611477348688e-04 2.838312879732152964e-03 -4.348034071739192465e-03 5.885785185999690408e-04
-1.446205846811052156e-03 7.903643079552167714e-04 2.839592723627817981e-03 -4.350130319831875189e-03 5.888726589567119460e-04
-1.446941180284734823e-03 7.907917093108300134e-04 2.840873737140293086e-03 -4.352228610659452344e-03 5.891670939849459436e-04
-1.447677258865425051e-03 7.912195659427771408e-04 2.842155921903332608e-03 -4.354328947194916442e-03 5.894618241280324186e-04
-1.448414083682973393e-03 7.916478785820198856e-04 2.843439279548231041e-03 -4.356431332404763455e-03 5.897568498303252344e-04
-1.449151655867645001e-03 7.920766479586025281e-04 2.844723811705003515e-03 -4.358535769258552010e-03 5.900521715364149362e-04
-1.449889976555021956e-03 7.925058748039982186e-04 2.846009520003625268e-03 -4.360642260743308532e-03 5.903477896929447888e-04
-1.450629046880864579e-03 7.929355598483490324e-04 2.847296406065877999e-03 -4.362750809851061520e-03 5.906437047465662969e-04
-1.451368867984860174e-03 7.933657038219704086e-04 2.848584471508285032e-03 -4.364861419590993288e-03 5.909399171452752678e-04
-1.452109441008387616e-03 7.937963074536357258e-04 2.849873717942492512e-03 -4.366974092982685816e-03 5.912364273375493280e-04
-1.452850767097428001e-03 7.942273714715727918e-04 2.851164146980733356e-03 -4.369088833068775560e-03 5.915332357733884324e-04
-1.453592847398864482e-03 7.946588966012055593e-04 2.852455760229753549e-03 -4.371205642905700434e-03 5.918303429028737425e-04
-1.454335683065867933e-03 7.950908835689832026e-04 2.853748559301779505e-03 -4.373324525574247799e-03 5.921277491781627754e-04
-1.455079275253463216e-03 7.955233331010553308e-04 2.855042545810369033e-03 -4.375445484164960236e-03 5.924254550518341525e-04
-1.455823625119343628e-03 7.959562459259666642e-04 2.856337721375998891e-03 -4.377568521778015843e-03 5.927234609774818504e-04
-1.456568733821801817e-03 7.963896227748205317e-04 2.857634087623511267e-03 -4.379693641519276544e-03 5.930217674090231548e-04
-1.457314602525435713e-03 7.968234643845448131e-04 2.858931646190981252e-03 -4.381820846515758344e-03 5.933203748029820986e-04
-1.458061232391760212e-03 7.972577714910434677e-04 2.860230398718244249e-03 -4.383950139881426927e-03 5.936192836148418807e-04
-1.458808624585959364e-03 7.976925448350941604e-04 2.861530346859387283e-03 -4.386081524730827373e-03 5.939184943017803081e-04
-1.459556780276030944e-03 7.981277851619652131e-04 2.862831492280104844e-03 -4.388215004177138667e-03 5.942180073222708093e-04
-1.460305700629353212e-03 7.985634932198273570e-04 2.864133836649496688e-03 -4.390350581324251218e-03 5.945178231345881869e-04
-1.461055386818422295e-03 7.989996697615726982e-04 2.865437381647838958e-03 -4.392488259281054908e-03 5.948179421990838159e-04
-1.461805840014795185e-03 7.994363155411609570e-04 2.866742128959419780e-03 -4.394628041143149901e-03 5.951183649761239251e-04
-1.462557061392756944e-03 7.998734313171159110e-04 2.868048080276905127e-03 -4.396769930002431860e-03 5.954190919274664250e-04
-1.463309052129620593e-03 8.003110178521150248e-04 2.869355237295485427e-03 -4.398913928953512159e-03 5.957201235161369837e-04
-1.464061813402587264e-03 8.007490759090806843e-04 2.870663601706325684e-03 -4.401060041092055147e-03 5.960214602051879407e-04
